"Naam,Linkedin,""(P)oliticus, (J)ournalist, (S)pin, (B)estuurder, (O)verig"",,Man/vrouw,Functie,Organisatie/aandachtsgebied,Twitter"
Defensiebond,,o,,,,,https://twitter.com/Defensiebond
"Desiree Bonis,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/dbonis"
"Diederik Samsom,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/diederiksamsom"
"Diederik ten Cate,,s,GroenLinks,m,""Woordvoerder"",,https://twitter.com/diederiktencate"
Diewke Wynia,,j,,v,eindredacteur, DWDD,http://twitter.com/dieuwkeWDD
"Dirk Jacob Nieuwboer,,j,,m,verslaggever,""De Volkskrant"",http://twitter.com/djnieuwboer"
DNB,,o,,,,,http://twitter.com/dnb_nl
"Dominique van der Heijde,,j,,v,""verslaggever"",""NOS"",http://twitter.com/dominiqueheyde"
"Duco Hoogland,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/ducohoogland"
"Eddy van Hijum,,p,CDA,m,""Tweede Kamerlid"",,http://twitter.com/vanhijum"
Eerste Kamer,,o,,,,,http://twitter.com/eerstekamer
"Elaine de Boer,,s,,V,""Woordvoerder Ministerie Binnenlandse Zaken"",,https://twitter.com/ElainedeBoer"
"Elbert Dijkgraaf,,p,SGP,m,""Tweede Kamerlid"",,http://twitter.com/elbertdijkgraaf"
Ellen Brans,,j,,v,verslaggever, Nieuwsuur,http://twitter.com/ellenbrans
Elsbeth Gruteke,,j,,v,presentator,EO,http://twitter.com/elsbethgruteke
"Emile Roemer,,p,SP,m,""Tweede Kamerlid"",,http://twitter.com/emileroemer"
"Eric de Vries,,j,,m,samensteller,""Pauw en Witteman"",https://twitter.com/erikdevriesdva"
"Erik Ziengs,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/erikziengs"
"Erik van der walle,,j,,m,""politiek verslaggever"",NRC Handelsblad,http://twitter.com/erikvderwalle"
"Esther Ouwehand,,p,PvdD,v,""Tweede Kamerlid"",,http://twitter.com/estherouwehand"
"Eva Wiesing,,j,,v,""verslaggever economie"",NOS,http://twitter.com/evawiessing"
"Farshad Bashir,,p,SP,m,""Tweede Kamerlid"",,http://twitter.com/farshadbashir"
"Fleur Agema,,p,PVV,v,""Tweede Kamerlid"",,http://twitter.com/fleuragemapvv"
"Folkert Jensma,,j,,m,blogger,""NRC"",http://twitter.com/folkertjensma"
"Fons Lambie,,j,,m,""politiek verslaggever"",""RTL Nieuws"",http://twitter.com/fonslambie"
"Foort van Oosten,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/foortvanoosten"
"Fouad Sidali,,j,,m,journalist,""VARA"",http://twitter.com/fouadsidali"
"Francisco van Jole,,j,,m,""eindredacteur"",""Joop.nl"",http://twitter.com/2525"
"Frank Poorthuis,,j,,m,hoofdredacteur,""HP/DeTijd"",http://twitter.com/frankpoorthuis"
"Freek Staps,,j,,m,journalist,""NRC Handelsblad"",http://twitter.com/freekstaps"
"Friso Fennema,,s,,m,Woordvoerder,""Minister Sociale Zaken"",http://twitter.com/frisofennema"
"Frits van Exter,,j,,m,hoofdredacteur,""Vrij Nederland"",http://twitter.com/fexter"
"Frits Wester,,j,,m,""parlementair verslaggever"",""RTL Nieuws"",http://twitter.com/fritswester"
"Geert Wilders,,p,PVV,m,""Tweede Kamerlid"",,http://twitter.com/geertwilderspvv"
"Gerard Beverdam,,j,,m,""parlementair verslaggever"",""Nederlands Dagblad"",http://twitter.com/gerardbeverdam"
"Gerard Schouw,,p,D66,m,""Tweede Kamerlid"",,http://twitter.com/GerardSchouwD66"
"Gert-Jan Segers,,p,ChristenUnie,m,""Tweede Kamerlid"",,http://twitter.com/gertjansegers"
"Grace Tanamal,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/GraceTanamal"
GroenLinks,,o,,,,,http://twitter.com/groenlinks
"Halbe Zijlstra,,p,VVD,m,Staatssecretaris,""onderwijs, cultuur, wetenschappen"",http://twitter.com/halbezijlstra"
"Hanke Bruins Slot,,p,CDA,v,""Tweede Kamerlid"",,http://twitter.com/BruinsSlotCDA"
"Han ten Boeke,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/hantenbroeke"
Hanneke van der Werf,,s,D66,v,Woordvoerder,,http://twitter.com/hannekevdwerf
"Hans Andringa,,j,,m,""politiek verslaggever"",""NOS met het oog op morgen"",http://twitter.com/hansandringa"
"Hans Goslinga,,j,,m,""politiek commentator"",""Trouw"",http://twitter.com/hansgoslinga"
Hans van Baalen,,p,VVD,m,Europarlementarier,,http://twitter.com/hansvanbaalen
"Hans Verbeek,,j,,m,""parlementair verslaggever"",""BNR"",http://twitter.com/hverbeek"
"Harm Beertema,,p,PVV,m,""Tweede Kamerlid"",,http://twitter.com/harmbeertema"
"Harry van Bommel,,p,SP,m,""Tweede Kamerlid"",,http://twitter.com/harryvandesp"
"Heidi Wulfsen,,j,,v,""chef binnenland redactie"",""NOS"",http://twitter.com/heidiwulfsen"
"Helma Huizing,,j,,v,""parlementair verslaggever"",""RTL Nieuws"",http://twitter.com/HuizingRTL"
"Helma Lodders,,p,VVD,v,""Tweede Kamerlid"",,http://twitter.com/helmalodders"
"Helma Nepperus,,p,VVD,v,""Tweede Kamerlid"",,http://twitter.com/helmanepperus"
"Henk Krol,,p,50PLUS,m,""Tweede Kamerlid"",,http://twitter.com/HenkKrol"
"Henk Nijboer,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/henknijboer"
"Henk Schipperheijn,,j,,m,""parlementair verslaggever"",EenVandaag,http://twitter.com/henkschipperhei"
"Henk van der Kolk,,o,,m,voorzitter,""FNV Bondgenoten"",http://twitter.com/henkvanderkolk"
"Henk van Gerven,,p,SP,m,""Tweede Kamerlid"",,http://twitter.com/HenkvGerven"
"Henri Kruithof,,s,vvd,m,""Woordvoerder"",,http://twitter.com/henrikruithof"
"Herman Meijer,,j,,m,eindredacteur,""Pauw en Witteman"",http://twitter.com/hermanmeijer"
"Herman Staal,,j,,m,""eindredactie"",""NRC Handelsblad"",http://twitter.com/hermanstaal"
Herman van der Zandt,,j,,m,presentator,NOS,http://twitter.com/hermanvdzandt
Hester Assen,,s,PvdA,v,Campagnemedewerker,,http://twitter.com/hesterassen
Hilbert Bredemeijer,,s,CDA,m,persvoorlichter,,http://twitter.com/bredemeijer
Hugo Logtenberg,,j,,m,verslaggever,NRC,http://twitter.com/hugologtenberg
"Huub Bellemakers,,j,,m,blogger,""The Post Online"",http://twitter.com/huubbellemakers"
"Ingrid de Caluwe,,p,VVD,v,""Tweede Kamerlid"",,http://twitter.com/ingriddecaluwe"
"Ireen Oostveen,,j,,v,""politiek verslaggever"",NOS,http://twitter.com/ireenoostveen"
Jaap Folkerts,,s,,m,Woordvoerder,Rijkswaterstaat,http://twitter.com/jaapfolkerts
"Jaap Jansen,,j,,m,""parlementair verslaggever"",""Pauw en Witteman"",http://twitter.com/jaapjansen"
"Jaap Smit,,o,,m,""voorzitter"",CNV,http://twitter.com/jaapsmitcnv"
"Jacek Magala,,s,,m,""Woordvoerder Minister Blok"",,https://twitter.com/jacekmagala"
"Jaco Geurts,,p,CDA,m,""Tweede Kamerlid"",,http://twitter.com/JacoGeurts"
"Jacques Monasch,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/jacquesmonasch"
Jan de Jong,,j,,m,directeur,NOS,http://twitter.com/jandejong
"Jan Kleian,,b,,m,Voorzitter,""vakbond Acom"",http://twitter.com/jankleian"
"Jan Nagel,,p,50PLUS,m,""Eerste Kamerlid"",,http://twitter.com/jan_nagel"
Jan Reiff,,j,,m,verslaggever,Nieuwsuur,http://twitter.com/janreiff
"Jan Roos,,j,,m,""Echte jannen"",Powned,http://twitter.com/laviejanroos"
Jan Slagter,,j,,m,CEO,MAX,http://twitter.com/jan_slagter
"Jan 't Hart,,j,,m,""manager central newsdesk"",Volkskrant,http://twitter.com/janhart"
"Jan Vos,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/janvos_pvda"
"Jaqueline Eckman,,j,,v,""senior producer"",NOS,http://twitter.com/jacquelinenos"
"Jasper van Dijk,,p,SP,m,""Tweede Kamerlid"",,http://twitter.com/JaspervanDijkSP"
"Jean Fransman,,s,,m,voorlichter,ministerie van Veiligheid en Justitie"",http://twitter.com/jeanfransman"
"Jeanine Hennis,,p,VVD,v,minister""Defensie"",,http://twitter.com/jeaninehennis"
"Jelle Menges,,p,PvdA,m,,""Jonge Socialisten"",http://twitter.com/jellemenges"
"Jeroen Dijsselbloem,,p,PvdA,m,minister""Financien"",,http://twitter.com/J_Dijsselbloem"
"Jeroen Pauw,,o,,m,""Presentator"",""Pauw en Witteman"",https://twitter.com/JeroenPauw1"
"Jeroen Recourt,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/jeroenrecourt"
"Jeroen van Dommelen,,j,,m,""haagse reporter"",NOS,http://twitter.com/jeroenvdommelen"
"Jeroen Wester,,j,,m,""verslaggever"",NRC,http://twitter.com/jeroen_wester"
Jeroen Wollaars,,j,,m,verslaggever,NOS,http://twitter.com/wol
"Jesse Klaver,,p,GroenLinks,m,""Tweede Kamerlid"",,http://twitter.com/jesseklaver"
"Jetta Klijnsma,,p,PvdA,v,Staatssecretaris""Sociale Zaken en Werkgelegenheid"",,http://twitter.com/Jetta_Klijnsma"
"Joel Voordewind,,p,ChristenUnie,m,""Tweede Kamerlid"",,http://twitter.com/joelvoordewind"
Joeri Boom,,j,,m,correspondent,NRC,http://twitter.com/joeri__boom
Johan Houwers,,p,VVD,m,''Tweede Kamerlid'',,http://twitter.com/johanhouwers
"John Kerstens,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/johnkerstens"
Jolanda Polderman,,s,,v,GroenLinks,persvoorlichter,http://twitter.com/jo_pogroenlinks
Jonathan van der Geer,,s,ChristenUnie,m,woordvoerder,,http://twitter.com/jonathanvdgeer
Joost Eerdmans,,j,,m,presentator,WNL,http://twitter.com/eerdmans
"Joost Niemoller,,j,,m,""blogger, oud-journalist"",""Dagelijkse Standaard"",http://twitter.com/joostniemoller"
Joost Oranje,,j,,m,hoofdredacteur,Nieuwsuur,http://twitter.com/joostoranje
"Joost Taverne,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/JoostTaverne"
"Joost Vullings,,j,,m,""politiek verslaggever"",NOS,http://twitter.com/joostvullings"
Joris Luyendijk,,j,,m,journalist,zelfstandige,http://twitter.com/jorisluyendijk
"Jorn Jongma,,o,PvdA,m,beleidsmedewerker,""Tweede Kamerfractie"",http://twitter.com/jornjongma"
"Jos Heymans,,j,,m,""Politiek Verslaggever"",""RTL Nieuws"",http://twitter.com/josheymans"
"Joshua Livestro,,j,,m,hoofdredacteur,""De Dagelijkse Standaard"",http://twitter.com/joshualivestro"
"Joyce Mooring,,o,,v,Persmedewerker,""FNV Bondgenoten"",http://twitter.com/joycemooring"
Judith Pennarts,,j,,v,verslaggever,Nieuwsuur,http://twitter.com/judithpennarts
"Karen Zandbergen,,j,,v,""Chef Politieke Redactie"",Trouw,https://twitter.com/KarenZandbergen"
"Karin Straus,,p,VVD,v,""Tweede Kamerlid"",,http://twitter.com/karinstraus"
"Karin van Eerde,,s,,v,""Woordvoerder Staatssecretaris OCW"",,http://twitter.com/Kaatje75"
"Kees van der Staaij,,p,SGP,m,""Tweede Kamerlid"",,http://twitter.com/keesvdstaaij"
"Kees Verhoeven,,p,D66,m,""Tweede Kamerlid"",,http://twitter.com/keesvee"
"Keklik Yucel,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/keklikyucel"
"Khadija Arib,,p,PVDA,v,""Tweede Kamerlid"",,http://twitter.com/khadijaArib"
KH Tweets,,o,,,,,http://twitter.com/khtweets
"Kijkcijfers,,o,,,,""Stichting Kijkonderzoek"",http://twitter.com/kijkcijfers"
"Kim Putters,,o,,m,voorzitter,""Sociaal Cultureel Planbureau"",http://twitter.com/kimputters"
"Kim van Keken,,j,,v,""onderzoeksjournalist"",Brandpunt,http://twitter.com/kimvankeken"
"Klaas Broekhuize,,j,,m,""politiek verslaggever"",FD,http://twitter.com/klaasbroekhuize"
"Klaas Dijkhoff,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/dijkhoff"
Klaas Knot,,b,,m,Directeur,DNB,http://twitter.com/klaasknot
"Kustaw Bessems,,j,,m,""Chef Vonk"",""De Volkskrant"",http://twitter.com/kustawbessems"
Lara Rense,,j,,v,radiopresentator,NOS,http://twitter.com/laradio
"Laura Huisman,,s,vvd,v,""Woordvoerder"",,https://twitter.com/LauraHuisman"
"Laurens Verhagen,,j,,m,""hoofdredacteur"",""Volkskrant.nl"",http://twitter.com/laurensvhg"
"Lea Bouwmeester,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/leabouwmeester"
"Leon Willems,,j,,m,""parlementair verslaggever"",FD,http://twitter.com/leon_willems"
"Lex Oomkes,,j,,m,""politiek commentator"",Trouw,http://twitter.com/lex_oomkes"
"Liesbeth van Tongeren,,p,GroenLinks,v,""Tweede Kamerlid"",,http://twitter.com/groenliesbeth"
"Lilian Helder,,p,PVV,v,""Tweede Kamerlid"",,http://twitter.com/lilianhelderpvv"
"Linda Voortman,,p,GroenLinks,v,""Tweede Kamerlid"",,http://twitter.com/lindavoortman"
"Lisa Westerveld,,s,,v,voorlichter,""AOB"",http://twitter.com/lisawesterveld"
"Lodewijk Asscher,,p,PvdA,m,""vice-ministerpredident"" minister ""Sociale Zaken en werkgelegenheid"",,http://twitter.com/lodewijkA"
"Loes Ypma,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/Loesypma"
"Lotte Ragut,,j,,v,""politiek verslaggever"",""RTL Nieuws"",http://twitter.com/lotteragut"
"Lucas Benschop,,j,,m,""politiek verslaggever"",NU.nl,http://twitter.com/lucasbenschop"
"Lutz Jacobi,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/lutzjacobi"
"Maarten Prinsen,,b,,m,""manager beleidscommissies overheid"",,http://twitter.com/maartenprinsen"
"Machiel de Graaf,,p,PVV,m,""Tweede Kamerlid"",,http://twitter.com/graafdemachiel"
"Madeleine van Toorenburg,,p,CDA,v,""Tweede Kamerlid"",,http://twitter.com/mvantoorenburg"
"Magda Berndsen,,p,D66,v,""Tweede Kamerlid"",,http://twitter.com/magdaberndsen"
"Malik Azmani,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/MalikAzmani"
"Manon Fokke,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/manonfokke"
Marc Hamer,,j,,m,verslaggever,NOS,http://twitter.com/marchamer
"Marcel Bril,,j,,m,""Politiek Verslaggever"",NOS,http://twitter.com/marcelbril"
"Marcel Gelauff,,j,,m,""hoofdredacteur NOS Nieuws"",NOS,http://twitter.com/marcelgelauff"
Marcel van Beusekom,,p,,m,woordvoerder,Financien,http://twitter.com/marcelvbeusekom
"Marcia Luyten,,j,,v,""publicist en presentator"",Buitenhof,http://twitter.com/luyte"
"Marcia Nieuwenhuis,,j,,v,onderzoeksjournalist,""Algemeen Dagblad"",http://twitter.com/m_nieuwenhuis"
"Margeet van Beem,,j,,v,""politiek verslaggever"",""Algemeen Dagblad"",http://twitter.com/margreetvanbeem"
"Margreeth Boer,,j,,v,""politiek verslaggever"",NOS,http://twitter.com/margreethboer"
"Marianne Thieme,,p,PvdD,v,""Tweede Kamerlid"",,http://twitter.com/mariannethieme"
"Marieke de Vries,,j,,v,""China correspondent"",NOS,http://twitter.com/mariekenos"
"Mariette Hamer,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/mariettehamer"
"Marit Maij,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/MaritMaij"
"Marja Sol,,j,,v,""parlementair verslaggever"",EenVandaag,http://twitter.com/marjasol"
"Martin van Rijn,,p,PvdA,m,Staatssecretaris""Volksgezondheid Welzijn en Sport "",,http://twitter.com/mjrijn"
"Mark Harbers,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/markharbers"
Mark Rutte,,p,VVD,m,premier,algemeen,http://twitter.com/minpres
"Mark Verheijen,,p,VVD,m,''Tweede Kamerlid"",,http://twitter.com/markverheijen1"
Marloes Metaal,,s,CDA,v,persvoorlichter,,http://twitter.com/marloesmetaal
"Martijn van Dam,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/martijnvdam"
"Martin Bosma,,p,PVV,m,""Tweede Kamerlid"",,http://twitter.com/martinbosmapvv"
Martine Wolzak,,j,,v,verslaggever,FD,http://twitter.com/wolzak
"Mary Fiers,,p,PvdA,v,""wethouder Eindhoven"",,http://twitter.com/wethouderfiers"
"Mathijs Bouman,,j,,m,econoom,""RTL Z"",http://twitter.com/mathijsbouman"
"Matthijs Huizing,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/matthijshuizing"
Maurice de Hond,,s,,m,opiniepeiler,,http://twitter.com/mauricedehond
"Mei li Vos,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/meilivos"
Menno de Bruyne,,s,SGP,m,voorlichter,,http://twitter.com/mennodebruyne
"Menno Tamminga,,j,,m,""redacteur"",""NRC Handelsblad"",http://twitter.com/menno_tamminga"
"Michel Rog,,p,CDA,m,""Tweede Kamerlid"",,http://twitter.com/michelrog"
"Michiel Breedveld,,j,,m,""politiek verslaggever"",NOS,http://twitter.com/mbreedveld"
"Michiel Servaes,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/michielservaes"
"Michiel van Veen,,p,VVD,m,""Tweede Kamerlid"",,http://twitter.com/MichielvanVeen"
Ministerie van Algemene Zaken,,o,,,,,http://twitter.com/algemenezaken
Ministerie van Binnenlandse Zaken,,o,,,,,http://twitter.com/minbzk
Ministerie van Buitenlandse Zaken,,o,,,,,https://twitter.com/minbuza
Ministerie van Defensie,,o,,,,,http://twitter.com/defensie
Ministerie van Economische Zaken en Landbouw,,o,,,,,http://twitter.com/minez
Ministerie van Financien,,o,,,,,http://twitter.com/financien
Ministerie van Infrastructuur en Milieu,,o,,,,,http://twitter.com/Min_IenM
Ministerie van Sociale Zaken en werkgelegenheid,,o,,,,,http://twitter.com/MinisterieSZW
Ministerie van Onderwijs Cultuur en Wetenschappen,,o,,,,,http://twitter.com/minocw
Ministerie van Veiligheid en Justitie,,o,,,,,http://twitter.com/minv_j
Ministerie van Volksgezondheid,,o,,,,,http://twitter.com/minvws
MinPres,,o,,,,,http://twitter.com/minpres
Miriam La Valette,,j,,v,verslaggever,Nieuwsuur,http://twitter.com/miriamlavalette
"Mona Keijzer,,p,CDA,v,""Tweede Kamerlid"",,http://twitter.com/MonaKeijzer"
"Myrthe Hilkens,,p,PvdA,v,""Tweede Kamerlid"",,http://twitter.com/MHilkens"
"Nick Kouwenhoven,,p,,m,woordvoerder,""Ministerie van Financien"",http://twitter.com/nickkouwenhoven"
"Nine Kooiman,,p,SP,v,""Tweede Kamerlid"",,http://twitter.com/ninekooiman"
"Norbert Klein,,p,50PLUS,m,""Tweede Kamerlid"",,http://twitter.com/Norbert_Klein"
"Nynke de Zoeten,,j,,v,""politiek verslaggever"",Nieuwsuur,http://twitter.com/nynkedezoeten"
"Odie Geerligs,,s,,v,""Woordvoerder Ministerie OCW"",,https://twitter.com/OdieGeerligs"
"Ockje Tellegen,,p,VVD,v,""Tweede Kamerlid"",,http://twitter.com/ockjetellegen"
"Otwin van Dijk,,p,PvdA,m,""Tweede Kamerlid"",,http://twitter.com/Pilotwin"
Parlement,,o,,,,,http://twitter.com/parlement
"Paul Kubben,,p,PvdA,,beleidsadviseur,""ministerie Veiligheid en Justitie"",http://twitter.com/paulkubben"
Paul Romer,,j,,m,Voorzitter,NTR,http://twitter.com/RomerPaul
"Paul Ulenbelt,,p,SP,m,""Tweede Kamerlid"",,http://twitter.com/paululenbelt"
"Paul van Meenen,,p,D66,m,""Tweede Kamerlid"",,http://twitter.com/Paul_van_Meenen"
"Paulus Jansen,,p,SP,m,""Tweede Kamerlid"",,http://twitter.com/paulusjansensp"
"Peter Kee,,j,,m,""politiek redacteur"",""Pauw en Witteman"",http://twitter.com/drskee"
"Peter Middendorp,,j,,m,columnist,""De Volkskrant"",http://twitter.com/petermiddendorp"
"Peter Oskam,,p,CDA,m,""Tweede Kamerlid"",,http://twitter.com/peteroskamCDA"
"Peter van der Meersch,,j,,m,hoofdredacteur,""NRC Handelsblad"",http://twitter.com/pvdmeersch"
"Peter Wierenga,,j,,m,""politiek columnist"",""De nieuwe pers"",http:/twitter.com/peterwierenga"
